"","trap_id","trap_date","spp","method","total","zone","year","week"
"5240","WC-055",2022-08-16,"Tarsalis","L",24,"BE",2022,33
"5241","FC-006",2022-08-14,"Tarsalis","L",29,"NE",2022,33
"5242","FC-006",2022-08-14,"Pipiens","L",6,"NE",2022,33
"5243","FC-014",2022-08-14,"Tarsalis","L",115,"NE",2022,33
"5244","FC-014",2022-08-14,"Pipiens","L",466,"NE",2022,33
"5245","FC-019",2022-08-14,"Tarsalis","L",99,"NE",2022,33
"5246","FC-019",2022-08-14,"Pipiens","L",33,"NE",2022,33
"5247","FC-034",2022-08-14,"Tarsalis","L",33,"NE",2022,33
"5248","FC-036",2022-08-14,"Pipiens","L",5,"NW",2022,33
"5249","FC-036",2022-08-14,"Tarsalis","L",31,"NW",2022,33
"5250","FC-038",2022-08-14,"Pipiens","L",15,"NE",2022,33
"5251","FC-038",2022-08-14,"Tarsalis","L",81,"NE",2022,33
"5252","FC-040",2022-08-14,"Tarsalis","L",46,"NE",2022,33
"5253","FC-040",2022-08-14,"Pipiens","L",56,"NE",2022,33
"5254","FC-040GR",2022-08-14,"Pipiens","G",95,"NE",2022,33
"5255","FC-066",2022-08-14,"Pipiens","L",357,"NE",2022,33
"5256","FC-066",2022-08-14,"Tarsalis","L",132,"NE",2022,33
"5257","FC-066GR",2022-08-14,"Pipiens","G",10,"NE",2022,33
"5258","FC-066GR",2022-08-14,"Tarsalis","G",4,"NE",2022,33
"5259","FC-067",2022-08-14,"Tarsalis","L",111,"NE",2022,33
"5260","FC-067",2022-08-14,"Pipiens","L",22,"NE",2022,33
"5261","FC-069",2022-08-14,"Tarsalis","L",69,"NE",2022,33
"5262","FC-072",2022-08-14,"Tarsalis","L",72,"NE",2022,33
"5263","FC-091GR",2022-08-14,"Pipiens","G",22,"NE",2022,33
"5264","FC-091GR",2022-08-14,"Tarsalis","G",4,"NE",2022,33
"5265","FC-092GR",2022-08-14,"Pipiens","G",22,"NE",2022,33
"5266","FC-004",2022-08-15,"Pipiens","L",23,"SE",2022,33
"5267","FC-004",2022-08-15,"Tarsalis","L",20,"SE",2022,33
"5268","FC-023",2022-08-15,"Pipiens","L",33,"SE",2022,33
"5269","FC-023",2022-08-15,"Tarsalis","L",43,"SE",2022,33
"5270","FC-027",2022-08-15,"Pipiens","L",202,"SE",2022,33
"5271","FC-027",2022-08-15,"Tarsalis","L",75,"SE",2022,33
"5272","FC-031",2022-08-15,"Tarsalis","L",43,"SE",2022,33
"5273","FC-031",2022-08-15,"Pipiens","L",3,"SE",2022,33
"5274","FC-039",2022-08-15,"Pipiens","L",6,"SE",2022,33
"5275","FC-039",2022-08-15,"Tarsalis","L",29,"SE",2022,33
"5276","FC-046",2022-08-15,"Tarsalis","L",44,"SE",2022,33
"5277","FC-046",2022-08-15,"Pipiens","L",26,"SE",2022,33
"5278","FC-047",2022-08-15,"Tarsalis","L",35,"SE",2022,33
"5279","FC-047",2022-08-15,"Pipiens","L",12,"SE",2022,33
"5280","FC-050",2022-08-15,"Pipiens","L",184,"SE",2022,33
"5281","FC-050",2022-08-15,"Tarsalis","L",162,"SE",2022,33
"5282","FC-053",2022-08-15,"Tarsalis","L",95,"SE",2022,33
"5283","FC-053",2022-08-15,"Pipiens","L",17,"SE",2022,33
"5284","FC-059",2022-08-15,"Pipiens","L",36,"SE",2022,33
"5285","FC-059",2022-08-15,"Tarsalis","L",19,"SE",2022,33
"5286","FC-064",2022-08-15,"Pipiens","L",8,"SE",2022,33
"5287","FC-064",2022-08-15,"Tarsalis","L",31,"SE",2022,33
"5288","FC-074",2022-08-15,"Pipiens","L",12,"SE",2022,33
"5289","FC-074",2022-08-15,"Tarsalis","L",55,"SE",2022,33
"5290","FC-075",2022-08-15,"Pipiens","L",39,"SE",2022,33
"5291","FC-075",2022-08-15,"Tarsalis","L",18,"SE",2022,33
"5292","FC-075GR",2022-08-15,"Pipiens","G",3,"SE",2022,33
"5293","FC-088GR",2022-08-15,"Pipiens","G",34,"SE",2022,33
"5294","FC-088GR",2022-08-15,"Tarsalis","G",1,"SE",2022,33
"5295","FC-011",2022-08-16,"Tarsalis","L",1,"NW",2022,33
"5296","FC-011",2022-08-16,"Pipiens","L",5,"NW",2022,33
"5297","FC-015",2022-08-16,"Tarsalis","L",9,"NW",2022,33
"5298","FC-015",2022-08-16,"Pipiens","L",7,"NW",2022,33
"5299","FC-041",2022-08-16,"Tarsalis","L",31,"NW",2022,33
"5300","FC-041",2022-08-16,"Pipiens","L",27,"NW",2022,33
"5301","FC-049",2022-08-16,"Pipiens","L",8,"SW",2022,33
"5302","FC-049",2022-08-16,"Tarsalis","L",30,"SW",2022,33
"5303","FC-052",2022-08-16,"Pipiens","L",2,"NW",2022,33
"5304","FC-052",2022-08-16,"Tarsalis","L",2,"NW",2022,33
"5305","FC-058",2022-08-16,"Tarsalis","L",1,"SW",2022,33
"5306","FC-060",2022-08-16,"Tarsalis","L",8,"NW",2022,33
"5307","FC-060",2022-08-16,"Pipiens","L",5,"NW",2022,33
"5308","FC-061",2022-08-16,"Pipiens","L",25,"NW",2022,33
"5309","FC-061",2022-08-16,"Tarsalis","L",17,"NW",2022,33
"5310","FC-063",2022-08-16,"Pipiens","L",2,"NW",2022,33
"5311","FC-063",2022-08-16,"Tarsalis","L",2,"NW",2022,33
"5312","FC-063GR",2022-08-16,"Pipiens","G",7,"NW",2022,33
"5313","FC-073",2022-08-16,"Tarsalis","L",33,"NW",2022,33
"5314","FC-073",2022-08-16,"Pipiens","L",19,"NW",2022,33
"5315","FC-090GR",2022-08-16,"Pipiens","G",8,"NW",2022,33
"5316","FC-001",2022-08-17,"Pipiens","L",17,"SW",2022,33
"5317","FC-001",2022-08-17,"Tarsalis","L",12,"SW",2022,33
"5318","FC-029",2022-08-17,"Pipiens","L",24,"SE",2022,33
"5319","FC-029",2022-08-17,"Tarsalis","L",22,"SE",2022,33
"5320","FC-029GR",2022-08-17,"Pipiens","G",16,"SE",2022,33
"5321","FC-037",2022-08-17,"Pipiens","L",34,"SW",2022,33
"5322","FC-037",2022-08-17,"Tarsalis","L",139,"SW",2022,33
"5323","FC-054",2022-08-17,"Tarsalis","L",43,"SE",2022,33
"5324","FC-054",2022-08-17,"Pipiens","L",11,"SE",2022,33
"5325","FC-057",2022-08-17,"Pipiens","L",12,"SW",2022,33
"5326","FC-057",2022-08-17,"Tarsalis","L",21,"SW",2022,33
"5327","FC-062",2022-08-17,"Pipiens","L",10,"SW",2022,33
"5328","FC-062",2022-08-17,"Tarsalis","L",11,"SW",2022,33
"5329","FC-068",2022-08-17,"Pipiens","L",10,"SW",2022,33
"5330","FC-068",2022-08-17,"Tarsalis","L",23,"SW",2022,33
"5331","FC-071",2022-08-17,"Tarsalis","L",9,"SW",2022,33
"5332","FC-071",2022-08-17,"Pipiens","L",6,"SW",2022,33
"5333","FC-089GR",2022-08-17,"Pipiens","G",40,"SW",2022,33
"5334","FC-093",2022-08-17,"Pipiens","L",6,"SW",2022,33
"5335","FC-093",2022-08-17,"Tarsalis","L",17,"SW",2022,33
"5336","LV-069",2022-08-14,"Tarsalis","L",18,"LV",2022,33
"5337","LV-069",2022-08-14,"Pipiens","L",1,"LV",2022,33
"5338","LV-095",2022-08-14,"Pipiens","L",1,"LV",2022,33
"5339","LV-095",2022-08-14,"Tarsalis","L",14,"LV",2022,33
"5340","LV-089",2022-08-15,"Tarsalis","L",62,"LV",2022,33
"5341","LV-089",2022-08-15,"Pipiens","L",10,"LV",2022,33
"5342","LV-104",2022-08-15,"Tarsalis","L",15,"LV",2022,33
"5343","LV-104",2022-08-15,"Pipiens","L",92,"LV",2022,33
"5344","LV-110",2022-08-15,"Pipiens","L",1,"LV",2022,33
"5345","LV-020",2022-08-16,"Pipiens","L",1,"LV",2022,33
"5346","LV-020",2022-08-16,"Tarsalis","L",28,"LV",2022,33
"5347","LC-001",2022-08-23,"Tarsalis","L",46,"BE",2022,34
"5348","LC-001",2022-08-23,"Pipiens","L",16,"BE",2022,34
"5349","LC-049",2022-08-23,"Pipiens","L",7,"BE",2022,34
"5350","LC-049",2022-08-23,"Tarsalis","L",33,"BE",2022,34
"5351","LC-053",2022-08-23,"Pipiens","L",4,"BE",2022,34
"5352","LC-053",2022-08-23,"Tarsalis","L",40,"BE",2022,34
"5353","LC-054",2022-08-23,"Tarsalis","L",19,"BE",2022,34
"5354","LC-054",2022-08-23,"Pipiens","L",16,"BE",2022,34
"5355","WC-055",2022-08-23,"Tarsalis","L",7,"BE",2022,34
"5356","FC-006",2022-08-21,"Tarsalis","L",28,"NE",2022,34
"5357","FC-006",2022-08-21,"Pipiens","L",8,"NE",2022,34
"5358","FC-014",2022-08-21,"Tarsalis","L",58,"NE",2022,34
"5359","FC-014",2022-08-21,"Pipiens","L",443,"NE",2022,34
"5360","FC-019",2022-08-21,"Pipiens","L",51,"NE",2022,34
"5361","FC-019",2022-08-21,"Tarsalis","L",29,"NE",2022,34
"5362","FC-034",2022-08-21,"Tarsalis","L",103,"NE",2022,34
"5363","FC-034",2022-08-21,"Pipiens","L",4,"NE",2022,34
"5364","FC-036",2022-08-21,"Pipiens","L",7,"NW",2022,34
"5365","FC-036",2022-08-21,"Tarsalis","L",34,"NW",2022,34
"5366","FC-038",2022-08-21,"Tarsalis","L",45,"NE",2022,34
"5367","FC-038",2022-08-21,"Pipiens","L",12,"NE",2022,34
"5368","FC-040",2022-08-21,"Tarsalis","L",72,"NE",2022,34
"5369","FC-040",2022-08-21,"Pipiens","L",40,"NE",2022,34
"5370","FC-040GR",2022-08-21,"Tarsalis","G",2,"NE",2022,34
"5371","FC-040GR",2022-08-21,"Pipiens","G",78,"NE",2022,34
"5372","FC-066",2022-08-21,"Pipiens","L",848,"NE",2022,34
"5373","FC-066",2022-08-21,"Tarsalis","L",113,"NE",2022,34
"5374","FC-066GR",2022-08-21,"Pipiens","G",31,"NE",2022,34
"5375","FC-067",2022-08-21,"Pipiens","L",48,"NE",2022,34
"5376","FC-067",2022-08-21,"Tarsalis","L",112,"NE",2022,34
"5377","FC-069",2022-08-21,"Pipiens","L",2,"NE",2022,34
"5378","FC-069",2022-08-21,"Tarsalis","L",24,"NE",2022,34
"5379","FC-072",2022-08-21,"Pipiens","L",24,"NE",2022,34
"5380","FC-072",2022-08-21,"Tarsalis","L",148,"NE",2022,34
"5381","FC-091GR",2022-08-21,"Pipiens","G",6,"NE",2022,34
"5382","FC-091GR",2022-08-21,"Tarsalis","G",1,"NE",2022,34
"5383","FC-092GR",2022-08-21,"Pipiens","G",4,"NE",2022,34
"5384","FC-004",2022-08-22,"Pipiens","L",71,"SE",2022,34
"5385","FC-004",2022-08-22,"Tarsalis","L",69,"SE",2022,34
"5386","FC-023",2022-08-22,"Pipiens","L",14,"SE",2022,34
"5387","FC-023",2022-08-22,"Tarsalis","L",38,"SE",2022,34
"5388","FC-027",2022-08-22,"Pipiens","L",132,"SE",2022,34
"5389","FC-027",2022-08-22,"Tarsalis","L",6,"SE",2022,34
"5390","FC-031",2022-08-22,"Pipiens","L",7,"SE",2022,34
"5391","FC-031",2022-08-22,"Tarsalis","L",60,"SE",2022,34
"5392","FC-039",2022-08-22,"Tarsalis","L",20,"SE",2022,34
"5393","FC-039",2022-08-22,"Pipiens","L",7,"SE",2022,34
"5394","FC-047",2022-08-22,"Tarsalis","L",11,"SE",2022,34
"5395","FC-047",2022-08-22,"Pipiens","L",4,"SE",2022,34
"5396","FC-050",2022-08-22,"Pipiens","L",24,"SE",2022,34
"5397","FC-050",2022-08-22,"Tarsalis","L",28,"SE",2022,34
"5398","FC-053",2022-08-22,"Pipiens","L",5,"SE",2022,34
"5399","FC-053",2022-08-22,"Tarsalis","L",16,"SE",2022,34
"5400","FC-059",2022-08-22,"Pipiens","L",72,"SE",2022,34
"5401","FC-059",2022-08-22,"Tarsalis","L",40,"SE",2022,34
"5402","FC-064",2022-08-22,"Pipiens","L",7,"SE",2022,34
"5403","FC-064",2022-08-22,"Tarsalis","L",16,"SE",2022,34
"5404","FC-074",2022-08-22,"Tarsalis","L",78,"SE",2022,34
"5405","FC-074",2022-08-22,"Pipiens","L",25,"SE",2022,34
"5406","FC-075",2022-08-22,"Tarsalis","L",11,"SE",2022,34
"5407","FC-075",2022-08-22,"Pipiens","L",9,"SE",2022,34
"5408","FC-075GR",2022-08-22,"Pipiens","G",66,"SE",2022,34
"5409","FC-088GR",2022-08-22,"Pipiens","G",169,"SE",2022,34
"5410","FC-011",2022-08-23,"Tarsalis","L",7,"NW",2022,34
"5411","FC-011",2022-08-23,"Pipiens","L",6,"NW",2022,34
"5412","FC-015",2022-08-23,"Pipiens","L",8,"NW",2022,34
"5413","FC-015",2022-08-23,"Tarsalis","L",11,"NW",2022,34
"5414","FC-041",2022-08-23,"Pipiens","L",49,"NW",2022,34
"5415","FC-041",2022-08-23,"Tarsalis","L",107,"NW",2022,34
"5416","FC-049",2022-08-23,"Pipiens","L",24,"SW",2022,34
"5417","FC-049",2022-08-23,"Tarsalis","L",52,"SW",2022,34
"5418","FC-052",2022-08-23,"Pipiens","L",1,"NW",2022,34
"5419","FC-052",2022-08-23,"Tarsalis","L",12,"NW",2022,34
"5420","FC-058",2022-08-23,"Pipiens","L",3,"SW",2022,34
"5421","FC-058",2022-08-23,"Tarsalis","L",7,"SW",2022,34
"5422","FC-060",2022-08-23,"Pipiens","L",18,"NW",2022,34
"5423","FC-060",2022-08-23,"Tarsalis","L",18,"NW",2022,34
"5424","FC-061",2022-08-23,"Pipiens","L",26,"NW",2022,34
"5425","FC-061",2022-08-23,"Tarsalis","L",144,"NW",2022,34
"5426","FC-063",2022-08-23,"Pipiens","L",1,"NW",2022,34
"5427","FC-063",2022-08-23,"Tarsalis","L",10,"NW",2022,34
"5428","FC-063GR",2022-08-23,"Pipiens","G",43,"NW",2022,34
"5429","FC-073",2022-08-23,"Tarsalis","L",43,"NW",2022,34
"5430","FC-073",2022-08-23,"Pipiens","L",18,"NW",2022,34
"5431","FC-090GR",2022-08-23,"Pipiens","G",26,"NW",2022,34
"5432","FC-001",2022-08-24,"Tarsalis","L",41,"SW",2022,34
"5433","FC-001",2022-08-24,"Pipiens","L",61,"SW",2022,34
"5434","FC-029",2022-08-24,"Tarsalis","L",33,"SE",2022,34
"5435","FC-029",2022-08-24,"Pipiens","L",20,"SE",2022,34
"5436","FC-029GR",2022-08-24,"Pipiens","G",38,"SE",2022,34
"5437","FC-037",2022-08-24,"Tarsalis","L",109,"SW",2022,34
"5438","FC-037",2022-08-24,"Pipiens","L",17,"SW",2022,34
"5439","FC-054",2022-08-24,"Tarsalis","L",37,"SE",2022,34
"5440","FC-054",2022-08-24,"Pipiens","L",10,"SE",2022,34
"5441","FC-057",2022-08-24,"Pipiens","L",4,"SW",2022,34
"5442","FC-057",2022-08-24,"Tarsalis","L",10,"SW",2022,34
"5443","FC-062",2022-08-24,"Tarsalis","L",10,"SW",2022,34
"5444","FC-062",2022-08-24,"Pipiens","L",10,"SW",2022,34
"5445","FC-068",2022-08-24,"Tarsalis","L",31,"SW",2022,34
"5446","FC-068",2022-08-24,"Pipiens","L",9,"SW",2022,34
"5447","FC-071",2022-08-24,"Pipiens","L",8,"SW",2022,34
"5448","FC-071",2022-08-24,"Tarsalis","L",11,"SW",2022,34
"5449","FC-089GR",2022-08-24,"Pipiens","G",290,"SW",2022,34
"5450","FC-093",2022-08-24,"Pipiens","L",11,"SW",2022,34
"5451","FC-093",2022-08-24,"Tarsalis","L",24,"SW",2022,34
"5452","LV-069",2022-08-21,"Tarsalis","L",60,"LV",2022,34
"5453","LV-069",2022-08-21,"Pipiens","L",3,"LV",2022,34
"5454","LV-095",2022-08-21,"Tarsalis","L",65,"LV",2022,34
"5455","LV-095",2022-08-21,"Pipiens","L",19,"LV",2022,34
"5456","LV-089",2022-08-22,"Tarsalis","L",173,"LV",2022,34
"5457","LV-089",2022-08-22,"Pipiens","L",84,"LV",2022,34
"5458","LV-104",2022-08-22,"Tarsalis","L",90,"LV",2022,34
"5459","LV-104",2022-08-22,"Pipiens","L",117,"LV",2022,34
"5460","LV-110",2022-08-22,"Pipiens","L",2,"LV",2022,34
"5461","LV-110",2022-08-22,"Tarsalis","L",10,"LV",2022,34
"5462","LV-020",2022-08-23,"Tarsalis","L",31,"LV",2022,34
"5463","LV-020",2022-08-23,"Pipiens","L",2,"LV",2022,34
"5464","LC-001",2022-08-30,"Tarsalis","L",39,"BE",2022,35
"5465","LC-001",2022-08-30,"Pipiens","L",36,"BE",2022,35
"5466","LC-049",2022-08-30,"Tarsalis","L",15,"BE",2022,35
"5467","LC-049",2022-08-30,"Pipiens","L",2,"BE",2022,35
"5468","LC-053",2022-08-30,"Tarsalis","L",26,"BE",2022,35
"5469","LC-053",2022-08-30,"Pipiens","L",2,"BE",2022,35
"5470","LC-054",2022-08-30,"Tarsalis","L",22,"BE",2022,35
"5471","LC-054",2022-08-30,"Pipiens","L",10,"BE",2022,35
"5472","WC-055",2022-08-30,"Tarsalis","L",11,"BE",2022,35
"5473","WC-055",2022-08-30,"Pipiens","L",1,"BE",2022,35
"5474","FC-001",2022-08-28,"Pipiens","L",44,"SW",2022,35
"5475","FC-001",2022-08-28,"Tarsalis","L",23,"SW",2022,35
"5476","FC-029",2022-08-28,"Pipiens","L",3,"SE",2022,35
"5477","FC-029",2022-08-28,"Tarsalis","L",21,"SE",2022,35
"5478","FC-029GR",2022-08-28,"Pipiens","G",48,"SE",2022,35
"5479","FC-037",2022-08-28,"Tarsalis","L",29,"SW",2022,35
"5480","FC-037",2022-08-28,"Pipiens","L",13,"SW",2022,35
"5481","FC-054",2022-08-28,"Tarsalis","L",7,"SE",2022,35
"5482","FC-054",2022-08-28,"Pipiens","L",2,"SE",2022,35
"5483","FC-057",2022-08-28,"Tarsalis","L",2,"SW",2022,35
"5484","FC-062",2022-08-28,"Pipiens","L",8,"SW",2022,35
"5485","FC-062",2022-08-28,"Tarsalis","L",11,"SW",2022,35
"5486","FC-068",2022-08-28,"Pipiens","L",2,"SW",2022,35
"5487","FC-068",2022-08-28,"Tarsalis","L",7,"SW",2022,35
"5488","FC-071",2022-08-28,"Tarsalis","L",5,"SW",2022,35
"5489","FC-071",2022-08-28,"Pipiens","L",1,"SW",2022,35
"5490","FC-089GR",2022-08-28,"Pipiens","G",104,"SW",2022,35
"5491","FC-093",2022-08-28,"Pipiens","L",2,"SW",2022,35
"5492","FC-093",2022-08-28,"Tarsalis","L",13,"SW",2022,35
"5493","FC-006",2022-08-29,"Pipiens","L",3,"NE",2022,35
"5494","FC-006",2022-08-29,"Tarsalis","L",5,"NE",2022,35
"5495","FC-014",2022-08-29,"Tarsalis","L",17,"NE",2022,35
"5496","FC-014",2022-08-29,"Pipiens","L",138,"NE",2022,35
"5497","FC-019",2022-08-29,"Tarsalis","L",3,"NE",2022,35
"5498","FC-019",2022-08-29,"Pipiens","L",8,"NE",2022,35
"5499","FC-034",2022-08-29,"Tarsalis","L",12,"NE",2022,35
"5500","FC-036",2022-08-29,"Tarsalis","L",1,"NW",2022,35
"5501","FC-038",2022-08-29,"Pipiens","L",22,"NE",2022,35
"5502","FC-038",2022-08-29,"Tarsalis","L",18,"NE",2022,35
"5503","FC-040",2022-08-29,"Pipiens","L",8,"NE",2022,35
"5504","FC-040",2022-08-29,"Tarsalis","L",6,"NE",2022,35
"5505","FC-040GR",2022-08-29,"Pipiens","G",113,"NE",2022,35
"5506","FC-066",2022-08-29,"Tarsalis","L",12,"NE",2022,35
"5507","FC-066",2022-08-29,"Pipiens","L",93,"NE",2022,35
"5508","FC-066GR",2022-08-29,"Pipiens","G",5,"NE",2022,35
"5509","FC-067",2022-08-29,"Tarsalis","L",22,"NE",2022,35
"5510","FC-067",2022-08-29,"Pipiens","L",22,"NE",2022,35
"5511","FC-069",2022-08-29,"Pipiens","L",3,"NE",2022,35
"5512","FC-069",2022-08-29,"Tarsalis","L",4,"NE",2022,35
"5513","FC-072",2022-08-29,"Tarsalis","L",11,"NE",2022,35
"5514","FC-072",2022-08-29,"Pipiens","L",5,"NE",2022,35
"5515","FC-091GR",2022-08-29,"Pipiens","G",5,"NE",2022,35
"5516","FC-091GR",2022-08-29,"Tarsalis","G",1,"NE",2022,35
"5517","FC-004",2022-08-30,"Pipiens","L",62,"SE",2022,35
"5518","FC-004",2022-08-30,"Tarsalis","L",20,"SE",2022,35
"5519","FC-023",2022-08-30,"Pipiens","L",8,"SE",2022,35
"5520","FC-023",2022-08-30,"Tarsalis","L",9,"SE",2022,35
"5521","FC-027",2022-08-30,"Pipiens","L",95,"SE",2022,35
"5522","FC-027",2022-08-30,"Tarsalis","L",9,"SE",2022,35
"5523","FC-031",2022-08-30,"Tarsalis","L",26,"SE",2022,35
"5524","FC-031",2022-08-30,"Pipiens","L",12,"SE",2022,35
"5525","FC-039",2022-08-30,"Tarsalis","L",13,"SE",2022,35
"5526","FC-039",2022-08-30,"Pipiens","L",3,"SE",2022,35
"5527","FC-046",2022-08-30,"Tarsalis","L",24,"SE",2022,35
"5528","FC-046",2022-08-30,"Pipiens","L",12,"SE",2022,35
"5529","FC-047",2022-08-30,"Pipiens","L",6,"SE",2022,35
"5530","FC-047",2022-08-30,"Tarsalis","L",18,"SE",2022,35
"5531","FC-050",2022-08-30,"Pipiens","L",88,"SE",2022,35
"5532","FC-050",2022-08-30,"Tarsalis","L",13,"SE",2022,35
"5533","FC-053",2022-08-30,"Pipiens","L",6,"SE",2022,35
"5534","FC-053",2022-08-30,"Tarsalis","L",17,"SE",2022,35
"5535","FC-059",2022-08-30,"Tarsalis","L",17,"SE",2022,35
"5536","FC-059",2022-08-30,"Pipiens","L",55,"SE",2022,35
"5537","FC-064",2022-08-30,"Pipiens","L",10,"SE",2022,35
"5538","FC-064",2022-08-30,"Tarsalis","L",9,"SE",2022,35
"5539","FC-074",2022-08-30,"Tarsalis","L",60,"SE",2022,35
"5540","FC-074",2022-08-30,"Pipiens","L",26,"SE",2022,35
"5541","FC-075",2022-08-30,"Pipiens","L",72,"SE",2022,35
"5542","FC-075",2022-08-30,"Tarsalis","L",1,"SE",2022,35
"5543","FC-075GR",2022-08-30,"Pipiens","G",17,"SE",2022,35
"5544","FC-088GR",2022-08-30,"Pipiens","G",122,"SE",2022,35
"5545","FC-011",2022-08-31,"Pipiens","L",11,"NW",2022,35
"5546","FC-011",2022-08-31,"Tarsalis","L",1,"NW",2022,35
"5547","FC-015",2022-08-31,"Pipiens","L",2,"NW",2022,35
"5548","FC-015",2022-08-31,"Tarsalis","L",3,"NW",2022,35
"5549","FC-041",2022-08-31,"Pipiens","L",16,"NW",2022,35
"5550","FC-041",2022-08-31,"Tarsalis","L",25,"NW",2022,35
"5551","FC-049",2022-08-31,"Pipiens","L",11,"SW",2022,35
"5552","FC-049",2022-08-31,"Tarsalis","L",10,"SW",2022,35
"5553","FC-052",2022-08-31,"Tarsalis","L",3,"NW",2022,35
"5554","FC-058",2022-08-31,"Tarsalis","L",1,"SW",2022,35
"5555","FC-060",2022-08-31,"Pipiens","L",2,"NW",2022,35
"5556","FC-060",2022-08-31,"Tarsalis","L",8,"NW",2022,35
"5557","FC-061",2022-08-31,"Tarsalis","L",45,"NW",2022,35
"5558","FC-061",2022-08-31,"Pipiens","L",16,"NW",2022,35
"5559","FC-063",2022-08-31,"Tarsalis","L",1,"NW",2022,35
"5560","FC-063",2022-08-31,"Pipiens","L",1,"NW",2022,35
"5561","FC-063GR",2022-08-31,"Pipiens","G",21,"NW",2022,35
"5562","FC-073",2022-08-31,"Tarsalis","L",7,"NW",2022,35
"5563","FC-073",2022-08-31,"Pipiens","L",8,"NW",2022,35
"5564","FC-090GR",2022-08-31,"Pipiens","G",20,"NW",2022,35
"5565","FC-090GR",2022-08-31,"Tarsalis","G",1,"NW",2022,35
"5566","LV-069",2022-08-28,"Pipiens","L",6,"LV",2022,35
"5567","LV-069",2022-08-28,"Tarsalis","L",22,"LV",2022,35
"5568","LV-095",2022-08-28,"Tarsalis","L",25,"LV",2022,35
"5569","LV-095",2022-08-28,"Pipiens","L",2,"LV",2022,35
"5570","LV-089",2022-08-29,"Pipiens","L",20,"LV",2022,35
"5571","LV-089",2022-08-29,"Tarsalis","L",25,"LV",2022,35
"5572","LV-104",2022-08-29,"Tarsalis","L",29,"LV",2022,35
"5573","LV-104",2022-08-29,"Pipiens","L",51,"LV",2022,35
"5574","LV-110",2022-08-29,"Tarsalis","L",8,"LV",2022,35
"5575","LV-110",2022-08-29,"Pipiens","L",1,"LV",2022,35
"5576","LV-020",2022-08-30,"Tarsalis","L",79,"LV",2022,35
"5577","FC-006",2022-09-06,"Pipiens","L",6,"NE",2022,36
"5578","FC-006",2022-09-06,"Tarsalis","L",6,"NE",2022,36
"5579","FC-011",2022-09-06,"Tarsalis","L",2,"NW",2022,36
"5580","FC-011",2022-09-06,"Pipiens","L",12,"NW",2022,36
"5581","FC-015",2022-09-06,"Pipiens","L",1,"NW",2022,36
"5582","FC-015",2022-09-06,"Tarsalis","L",1,"NW",2022,36
"5583","FC-019",2022-09-06,"Pipiens","L",22,"NE",2022,36
"5584","FC-019",2022-09-06,"Tarsalis","L",8,"NE",2022,36
"5585","FC-034",2022-09-06,"Pipiens","L",3,"NE",2022,36
"5586","FC-034",2022-09-06,"Tarsalis","L",11,"NE",2022,36
"5587","FC-036",2022-09-06,"Pipiens","L",2,"NW",2022,36
"5588","FC-038",2022-09-06,"Pipiens","L",43,"NE",2022,36
"5589","FC-038",2022-09-06,"Tarsalis","L",24,"NE",2022,36
"5590","FC-040",2022-09-06,"Pipiens","L",21,"NE",2022,36
"5591","FC-040",2022-09-06,"Tarsalis","L",6,"NE",2022,36
"5592","FC-040GR",2022-09-06,"Pipiens","G",39,"NE",2022,36
"5593","FC-041",2022-09-06,"Tarsalis","L",3,"NW",2022,36
"5594","FC-041",2022-09-06,"Pipiens","L",4,"NW",2022,36
"5595","FC-052",2022-09-06,"Tarsalis","L",4,"NW",2022,36
"5596","FC-052",2022-09-06,"Pipiens","L",1,"NW",2022,36
"5597","FC-058",2022-09-06,"Tarsalis","L",2,"SW",2022,36
"5598","FC-058",2022-09-06,"Pipiens","L",2,"SW",2022,36
"5599","FC-060",2022-09-06,"Pipiens","L",2,"NW",2022,36
"5600","FC-061",2022-09-06,"Tarsalis","L",6,"NW",2022,36
"5601","FC-061",2022-09-06,"Pipiens","L",2,"NW",2022,36
"5602","FC-063",2022-09-06,"Tarsalis","L",1,"NW",2022,36
"5603","FC-063GR",2022-09-06,"Pipiens","G",10,"NW",2022,36
"5604","FC-066",2022-09-06,"Pipiens","L",376,"NE",2022,36
"5605","FC-066",2022-09-06,"Tarsalis","L",12,"NE",2022,36
"5606","FC-066GR",2022-09-06,"Tarsalis","G",2,"NE",2022,36
"5607","FC-066GR",2022-09-06,"Pipiens","G",24,"NE",2022,36
"5608","FC-067",2022-09-06,"Tarsalis","L",21,"NE",2022,36
"5609","FC-067",2022-09-06,"Pipiens","L",4,"NE",2022,36
"5610","FC-069",2022-09-06,"Tarsalis","L",25,"NE",2022,36
"5611","FC-069",2022-09-06,"Pipiens","L",3,"NE",2022,36
"5612","FC-072",2022-09-06,"Pipiens","L",4,"NE",2022,36
"5613","FC-072",2022-09-06,"Tarsalis","L",8,"NE",2022,36
"5614","FC-073",2022-09-06,"Tarsalis","L",8,"NW",2022,36
"5615","FC-073",2022-09-06,"Pipiens","L",9,"NW",2022,36
"5616","FC-090GR",2022-09-06,"Tarsalis","G",1,"NW",2022,36
"5617","FC-090GR",2022-09-06,"Pipiens","G",18,"NW",2022,36
"5618","FC-091GR",2022-09-06,"Pipiens","G",18,"NE",2022,36
"5619","FC-091GR",2022-09-06,"Tarsalis","G",1,"NE",2022,36
